ark_id,collection_en,acquisition_type_en,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
cl010056219,Paintings,Historic Collection,,,,0,1775.0
cl010056222,Paintings,Purchase,,,,0,1831.0
cl010056224,Paintings,Gift,,,,0,1850.0
cl010056225,Paintings,Historic Collection,,,,0,1730.0
cl010056228,Paintings,Unknown,,,,0,1689.0
cl010056229,Paintings,Historic Collection,,,,0,1650.0
cl010056239,Paintings,Historic Collection,,,,0,1783.0
cl010056240,Paintings,Historic Collection,,,,0,1750.0
cl010056244,Paintings,Bequest,,,,0,1791.0
cl010056245,Paintings,Bequest,,,,0,1791.0
cl010056246,Paintings,Gift,,,81-100,0,1750.0
cl010056247,Paintings,Purchase,,,,0,1840.0
cl010056248,Paintings,Purchase,,,100+,0,1810.0
cl010056261,Paintings,Purchase,,,100+,0,1847.0
cl010056264,Paintings,Historic Collection,,,,0,1650.0
cl010056265,Paintings,Bequest,,,,0,1750.0
cl010056266,Paintings,Purchase,,,,0,1833.0
cl010056267,Paintings,Other,,,100+,0,1830.0
cl010056268,Paintings,Gift,,,,0,1838.0
cl010056270,Paintings,Other,,,100+,0,1827.0
cl010056273,Paintings,Gift,,,,0,1833.0
cl010056275,Paintings,Historic Collection,,,,0,1750.0
cl010056276,Paintings,Bequest,,,,0,1750.0
cl010056277,Paintings,Historic Collection,,,,0,1778.5
cl010056278,Paintings,Purchase,,,,0,1750.0
cl010056280,Paintings,Purchase,,,,0,1840.0
cl010056283,Paintings,Other,,,,0,1823.0
cl010056284,Paintings,Other,,,,0,1850.0
cl010056286,Paintings,Purchase,,,100+,0,1650.0
cl010056289,Paintings,Historic Collection,,,,0,1777.0
cl010056291,Paintings,Purchase,,,,0,1833.0
cl010056292,Paintings,Other,,,100+,0,1822.0
cl010056293,Paintings,Purchase,,,100+,0,1838.0
cl010056295,Paintings,Purchase,,,100+,0,1845.0
cl010056302,Paintings,Other,,,,0,1724.0
cl010056307,Paintings,Gift,,,,0,1731.0
cl010056309,Paintings,Bequest,,,100+,0,1854.0
cl010056312,Paintings,Purchase,,,61-80,0,1850.0
cl010056314,Paintings,Other,,,100+,0,1824.0
cl010056317,Paintings,Other,,,100+,0,1826.0
cl010056323,Paintings,Bequest,,,100+,0,1750.0
cl010056324,Paintings,Bequest,,,,0,1750.0
cl010056327,Paintings,Historic Collection,,,,0,1773.0
cl010056328,Paintings,Gift,,,81-100,0,1750.0
cl010056329,Paintings,Other,,,,0,1750.0
cl010056332,Paintings,Other,,,100+,0,1763.0
cl010056335,Paintings,Other,,,,0,1750.0
cl010056339,Paintings,Other,,,,0,1750.0
cl010056342,Paintings,Other,,,,0,1750.0
cl010056343,Paintings,Other,,,,0,1750.0
cl010056344,Paintings,Other,,,,0,1750.0
cl010056345,Paintings,Other,,,,0,1750.0
cl010056347,Paintings,Other,,,,0,1750.0
cl010056349,Paintings,Other,,,,0,1750.0
cl010056351,Paintings,Other,,,100+,0,1826.0
cl010056352,Paintings,Historic Collection,,,,0,1650.0
cl010056354,Paintings,Purchase,54405.0,Q4 (largest),100+,0,1825.0
cl010056356,Paintings,Bequest,,,81-100,0,1825.0
cl010056357,Paintings,Unknown,,,,0,1827.0
cl010056358,Paintings,Bequest,,,81-100,0,1850.0
cl010056359,Paintings,Other,,,,0,1750.0
cl010056360,Paintings,Other,,,,0,1755.0
cl010056361,Paintings,Other,,,,0,1755.0
cl010056362,Paintings,Other,,,,0,1757.0
cl010056363,Paintings,Other,,,,0,1757.0
cl010056364,Paintings,Other,,,,0,1750.0
cl010056365,Paintings,Other,,,,0,1759.0
cl010056366,Paintings,Other,,,,0,1750.0
cl010056367,Paintings,Other,,,,0,1761.0
cl010056368,Paintings,Other,,,,0,1761.0
cl010056369,Paintings,Other,,,,0,1763.0
cl010056370,Paintings,Other,,,,0,1763.0
cl010056371,Paintings,Other,,,,0,1765.0
cl010056373,Paintings,Other,,,100+,0,1766.0
cl010056374,Paintings,Other,,,100+,0,1767.0
cl010056375,Paintings,Other,,,100+,0,1767.0
cl010056378,Paintings,Other,,,100+,0,1766.0
cl010056381,Paintings,Historic Collection,,,,1,1772.0
cl010056383,Paintings,Historic Collection,17248.0,Q4 (largest),,0,1750.0
cl010056384,Paintings,Historic Collection,,,,0,1750.0
cl010056385,Paintings,Historic Collection,,,,0,1754.0
cl010056386,Paintings,Historic Collection,,,,0,1754.0
cl010056388,Paintings,Other,,,,0,1779.0
cl010056391,Paintings,Historic Collection,,,,0,1773.0
cl010056392,Paintings,Bequest,,,100+,0,1650.0
cl010056393,Paintings,Historic Collection,,,100+,0,1782.0
cl010056394,Paintings,Historic Collection,,,,0,1787.0
cl010056395,Paintings,Historic Collection,,,,0,1750.0
cl010056398,Paintings,Other,,,,0,1779.0
cl010056400,Paintings,Purchase,,,61-80,0,1768.0
cl010056403,Paintings,Historic Collection,,,,0,1650.0
cl010056404,Paintings,Purchase,,,,0,1644.0
cl010056406,Paintings,Gift,,,,0,1694.0
cl010056409,Paintings,Other,,,100+,0,1833.0
cl010056410,Paintings,Other,,,61-80,0,1837.0
cl010056411,Paintings,Bequest,,,,0,1750.0
cl010056412,Paintings,Bequest,,,,0,1750.0
cl010056413,Paintings,Purchase,,,,0,1855.0
cl010056414,Paintings,Other,,,100+,0,1869.0
cl010056415,Paintings,Purchase,,,81-100,0,1374.5
cl010056416,Paintings,Purchase,,,81-100,0,1374.5
cl010056417,Paintings,Purchase,,,81-100,0,1374.5
cl010056418,Paintings,Gift,,,,0,1374.5
cl010056419,Paintings,Gift,,,,0,1374.5
cl010056420,Paintings,Purchase,,,81-100,0,1374.5
cl010056421,Paintings,Purchase,,,81-100,0,1374.5
cl010056422,Paintings,Purchase,,,81-100,0,1374.5
cl010056423,Paintings,Purchase,,,81-100,0,1374.5
cl010056424,Paintings,Purchase,,,81-100,0,1374.5
cl010056429,Paintings,Historic Collection,,,,0,1550.0
cl010056434,Paintings,Purchase,,,,0,1550.0
cl010056451,Paintings,Historic Collection,,,,0,1650.0
cl010056452,Paintings,Unknown,,,,0,1663.5
cl010056454,Paintings,Other,,,,0,1650.0
cl010056472,Paintings,Other,,,,0,1750.0
cl010056473,Paintings,Bequest,,,100+,0,1750.0
cl010056474,Paintings,Historic Collection,,,,0,1779.0
cl010056475,Paintings,Historic Collection,,,,0,1780.0
cl010056476,Paintings,Historic Collection,,,,0,1650.0
cl010056479,Paintings,Purchase,,,,0,1449.5
cl010056480,Paintings,Purchase,,,,0,1650.0
cl010056481,Paintings,Purchase,,,,0,1350.0
cl010056482,Paintings,Bequest,,,41-60,0,1850.0
cl010056483,Paintings,Bequest,,,41-60,0,1750.0
cl010056484,Paintings,Bequest,,,41-60,0,1650.0
cl010056485,Paintings,Other,,,100+,0,1834.0
cl010056486,Paintings,Other,,,100+,0,1834.0
cl010056487,Paintings,Other,,,100+,0,1834.0
cl010056488,Paintings,Other,,,100+,0,1834.0
cl010056489,Paintings,Other,,,100+,0,1834.0
cl010056490,Paintings,Other,,,100+,0,1834.0
cl010056491,Paintings,Other,,,100+,0,1834.0
cl010056492,Paintings,Historic Collection,,,,0,1781.0
cl010056493,Paintings,Historic Collection,,,,0,1751.0
cl010056494,Paintings,Purchase,,,,0,1846.0
cl010056495,Paintings,Other,,,100+,0,1825.0
cl010056497,Paintings,Historic Collection,,,,0,1650.0
cl010056498,Paintings,Historic Collection,,,,0,1650.0
cl010056499,Paintings,Historic Collection,,,,0,1650.0
cl010056500,Paintings,Other,,,,0,1735.0
cl010056501,Paintings,Other,,,,0,1750.0
cl010056502,Paintings,Other,,,,0,1735.0
cl010056503,Paintings,Historic Collection,,,,0,1650.0
cl010056516,Paintings,Historic Collection,,,,0,1650.0
cl010056521,Paintings,Historic Collection,,,,0,1650.0
cl010056523,Paintings,Historic Collection,,,,0,1650.0
cl010056542,Paintings,Gift,,,,0,1650.0
cl010056543,Paintings,Bequest,,,100+,0,1650.0
cl010056544,Paintings,Bequest,,,100+,0,1650.0
cl010056546,Paintings,Other,,,,0,1650.0
cl010056548,Paintings,Purchase,,,,0,1650.0
cl010056549,Paintings,Purchase,,,,0,1650.0
cl010056550,Paintings,Gift,,,,0,1650.0
cl010056551,Paintings,Purchase,,,,0,1650.0
cl010056555,Paintings,Other,,,,0,1750.0
cl010056556,Paintings,Other,,,,0,1650.0
cl010056557,Paintings,Other,,,,0,1650.0
cl010056560,Paintings,Historic Collection,,,,0,1750.0
cl010056561,Paintings,Historic Collection,,,,0,1750.0
cl010056562,Paintings,Historic Collection,,,,0,1750.0
cl010056566,Paintings,Historic Collection,,,,0,1750.0
cl010056572,Paintings,Historic Collection,,,,0,1750.0
cl010056573,Paintings,Historic Collection,,,,0,1750.0
cl010056574,Paintings,Historic Collection,,,,0,1750.0
cl010056575,Paintings,Historic Collection,,,,0,1750.0
cl010056576,Paintings,Historic Collection,,,,0,1750.0
cl010056578,Paintings,Historic Collection,,,,0,1750.0
cl010056580,Paintings,Historic Collection,,,,0,1750.0
cl010056581,Paintings,Historic Collection,,,,0,1750.0
cl010056583,Paintings,Historic Collection,,,,0,1750.0
cl010056585,Paintings,Historic Collection,,,,0,1750.0
cl010056587,Paintings,Unknown,,,,0,1750.0
cl010056589,Paintings,Unknown,,,,0,1750.0
cl010056590,Paintings,Other,,,,0,1750.0
cl010056599,Paintings,Purchase,,,,0,1750.0
cl010056601,Paintings,Historic Collection,,,,0,1750.0
cl010056602,Paintings,Bequest,,,100+,0,1750.0
cl010056605,Paintings,Unknown,,,,0,1750.0
cl010056606,Paintings,Bequest,,,100+,0,1750.0
cl010056607,Paintings,Bequest,,,100+,0,1779.0
cl010056608,Paintings,Bequest,,,100+,0,1750.0
cl010056609,Paintings,Bequest,,,100+,0,1750.0
cl010056610,Paintings,Bequest,,,100+,0,1750.0
cl010056611,Paintings,Bequest,,,100+,0,1750.0
cl010056612,Paintings,Purchase,,,,0,1650.0
cl010056613,Paintings,Historic Collection,,,,0,1650.0
cl010056615,Paintings,Other,,,,0,1750.0
cl010056616,Paintings,Historic Collection,,,,0,1785.0
cl010056617,Paintings,Historic Collection,,,,0,1785.0
cl010056618,Paintings,Bequest,,,61-80,0,1724.0
cl010056619,Paintings,Bequest,,,,0,1850.0
cl010056620,Paintings,Other,,,,0,1750.0
cl010056623,Paintings,Unknown,,,,0,1749.0
cl010056624,Paintings,Unknown,,,,0,1750.0
cl010056627,Paintings,Unknown,,,,0,1875.0
cl010056628,Paintings,Other,,,,0,1875.0
cl010056629,Paintings,Unknown,,,,0,1875.0
cl010056631,Paintings,Gift,,,,0,1835.0
cl010056632,Paintings,Bequest,,,41-60,0,1825.0
cl010056633,Paintings,Bequest,,,41-60,0,1812.5
cl010056634,Paintings,Bequest,,,41-60,0,1812.5
cl010056635,Paintings,Bequest,,,41-60,0,1850.0
cl010056636,Paintings,Bequest,,,41-60,0,1820.0
cl010056637,Paintings,Bequest,,,100+,0,1650.0
cl010056639,Paintings,Bequest,,,,0,1750.0
cl010056640,Paintings,Historic Collection,,,,0,1746.0
cl010056641,Paintings,Bequest,,,81-100,0,1747.0
cl010056642,Paintings,Bequest,,,100+,0,1850.0
cl010056643,Paintings,Purchase,,,,0,1820.0
cl010056644,Paintings,Purchase,,,,0,1850.0
cl010056647,Paintings,Purchase,,,100+,0,1834.0
cl010056648,Paintings,Bequest,,,100+,0,1650.0
cl010056655,Paintings,Other,,,,0,1806.0
cl010056656,Paintings,Bequest,,,100+,0,1650.0
cl010056657,Paintings,Gift,,,81-100,0,1608.0
cl010056658,Paintings,Other,,,81-100,0,1650.0
cl010056659,Paintings,Purchase,,,,0,1850.0
cl010056660,Paintings,Bequest,,,100+,0,1650.0
cl010056687,Paintings,Other,,,100+,0,1839.0
cl010056688,Paintings,Other,,,100+,0,1839.0
cl010056689,Paintings,Other,,,100+,0,1839.0
cl010056691,Paintings,Other,,,100+,0,1838.0
cl010056692,Paintings,Other,,,100+,0,1838.0
cl010056693,Paintings,Other,,,100+,0,1839.0
cl010056694,Paintings,Other,,,100+,0,1839.0
cl010056695,Paintings,Historic Collection,,,,0,1650.0
cl010056697,Paintings,Historic Collection,,,,0,1750.0
cl010056710,Paintings,Purchase,,,,0,1850.0
cl010056712,Paintings,Bequest,,,100+,0,1550.0
cl010056713,Paintings,Historic Collection,,,,0,1750.0
cl010056714,Paintings,Historic Collection,,,,0,1791.0
cl010056715,Paintings,Historic Collection,,,,0,1791.0
cl010056716,Paintings,Gift,,,100+,0,1794.0
cl010056717,Paintings,Gift,,,,0,1555.0
cl010056718,Paintings,Bequest,,,41-60,0,1650.0
cl010056719,Paintings,Historic Collection,,,,0,1750.0
cl010056720,Paintings,Unknown,,,,0,1850.0
cl010056723,Paintings,Purchase,,,,0,1840.0
cl010056724,Paintings,Bequest,,,100+,0,1559.0
cl010056726,Paintings,Historic Collection,,,,0,1711.0
cl010056727,Paintings,Other,,,,0,1750.0
cl010056728,Paintings,Purchase,,,,0,1650.0
cl010056729,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010056730,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010056731,Paintings,Unknown,,,,0,1650.0
cl010056732,Paintings,MNR Recovery,,,61-80,0,1750.0
cl010056733,Paintings,MNR Recovery,,,61-80,0,1644.0
cl010056735,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010056736,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010056737,Paintings,MNR Recovery,,,61-80,0,1500.0
cl010056738,Paintings,Bequest,,,,0,1850.0
cl010056739,Paintings,Bequest,,,21-40,0,1837.5
cl010056740,Paintings,Bequest,,,,0,1863.0
cl010056741,Paintings,Bequest,,,,0,1850.0
cl010056742,Paintings,Bequest,,,,0,1850.0
cl010056743,Paintings,Bequest,,,,0,1850.0
cl010056744,Paintings,Bequest,,,21-40,0,1850.0
cl010056745,Paintings,Bequest,,,,0,1850.0
cl010056746,Paintings,Bequest,,,,0,1850.0
cl010056747,Paintings,Bequest,,,,0,1750.0
cl010056748,Paintings,Bequest,,,,0,1850.0
cl010056749,Paintings,Bequest,,,21-40,0,1650.0
cl010056750,Paintings,Bequest,,,21-40,0,1750.0
cl010056751,Paintings,Bequest,,,21-40,0,1750.0
cl010056752,Paintings,Bequest,,,,0,1550.0
cl010056753,Paintings,Bequest,,,21-40,0,1650.0
cl010056754,Paintings,Bequest,,,21-40,0,1650.0
cl010056756,Paintings,Bequest,,,21-40,0,1750.0
cl010056757,Paintings,Bequest,,,21-40,0,1650.0
cl010056758,Paintings,Bequest,,,,0,1640.0
cl010056759,Paintings,Bequest,,,21-40,0,1745.0
cl010056760,Paintings,Bequest,,,,0,1650.0
cl010056761,Paintings,Bequest,,,,0,1750.0
cl010056762,Paintings,Bequest,,,,0,1750.0
cl010056763,Paintings,Bequest,,,,0,1750.0
cl010056764,Paintings,Bequest,,,,0,1750.0
cl010056765,Paintings,Bequest,,,,0,1750.0
cl010056766,Paintings,Bequest,,,,0,1795.0
cl010056767,Paintings,Bequest,,,,0,1750.0
cl010056768,Paintings,Bequest,,,,0,1750.0
cl010056769,Paintings,Bequest,,,,0,1750.0
cl010056770,Paintings,Gift,,,,0,1850.0
cl010056771,Paintings,Bequest,,,100+,0,1750.0
cl010056773,Paintings,Historic Collection,,,,0,1650.0
cl010056774,Paintings,Bequest,,,100+,0,1850.0
cl010056775,Paintings,Bequest,,,,0,1885.0
cl010056776,Paintings,Bequest,,,,0,1750.0
cl010056777,Paintings,MNR Recovery,,,21-40,0,1555.0
cl010056778,Paintings,MNR Recovery,,,21-40,0,1555.0
cl010056779,Paintings,Other,,,,0,1650.0
cl010056780,Paintings,Bequest,,,21-40,0,1787.0
cl010056781,Paintings,Unknown,,,,0,1650.0
cl010056782,Paintings,Purchase,,,,0,1450.0
cl010056783,Paintings,Other,,,100+,0,1799.0
cl010056784,Paintings,Bequest,,,,0,1850.0
cl010056785,Paintings,Gift,,,,0,1805.0
cl010056786,Paintings,Gift,,,21-40,0,1845.0
cl010056787,Paintings,MNR Recovery,,,61-80,0,1871.0
cl010056788,Paintings,Historic Collection,,,,0,1650.0
cl010056789,Paintings,MNR Recovery,,,21-40,0,1555.0
cl010056790,Paintings,Purchase,,,,0,1846.0
cl010056791,Paintings,Other,,,100+,0,1750.0
cl010056792,Paintings,Other,,,100+,0,1750.0
cl010056793,Paintings,Other,,,,0,1750.0
cl010056794,Paintings,Historic Collection,,,,0,1650.0
cl010056796,Paintings,Bequest,,,21-40,0,1830.0
cl010056797,Paintings,Gift,,,21-40,1,1844.0
cl010056798,Paintings,Historic Collection,,,,0,1699.0
cl010056799,Paintings,Historic Collection,,,,0,1699.0
cl010056800,Paintings,Bequest,,,,0,1770.0
cl010056802,Paintings,Bequest,,,,0,1872.0
cl010056803,Paintings,Bequest,,,,0,1872.0
cl010056804,Paintings,Other,,,,0,1543.0
cl010056805,Paintings,Historic Collection,,,,0,1685.0
cl010056815,Paintings,Other,,,,0,1884.0
cl010056816,Paintings,Other,,,,0,1886.0
cl010056817,Paintings,Historic Collection,,,,0,1776.0
cl010056850,Paintings,Other,,,,0,1833.0
cl010056851,Paintings,Unknown,,,,0,1850.0
cl010056852,Paintings,Purchase,,,,0,1850.0
cl010056853,Paintings,Historic Collection,,,,0,1750.0
cl010056854,Paintings,Historic Collection,,,,0,1783.0
cl010056866,Paintings,Other,,,,0,1850.0
cl010056881,Paintings,MNR Recovery,,,61-80,0,1650.0
cl010056884,Paintings,Purchase,,,100+,0,1852.0
cl010056893,Paintings,Purchase,,,,0,1850.0
cl010056897,Paintings,Purchase,,,,0,1488.0
cl010056898,Paintings,Purchase,,,,0,1450.0
cl010056900,Paintings,Bequest,,,100+,0,1550.0
cl010056901,Paintings,Bequest,,,,0,1750.0
cl010056904,Paintings,Bequest,,,,0,1850.0
cl010056905,Paintings,Bequest,,,,0,1780.0
cl010056907,Paintings,Bequest,,,,0,1869.0
cl010056908,Paintings,Bequest,,,,0,1848.0
cl010056909,Paintings,Bequest,,,100+,0,1875.0
cl010056910,Paintings,Bequest,,,100+,0,1875.0
cl010056911,Paintings,Bequest,,,100+,0,1875.0
cl010056913,Paintings,Gift,,,61-80,0,1785.0
cl010056914,Paintings,Purchase,,,,0,1650.0
cl010056915,Paintings,Purchase,,,61-80,0,1650.0
cl010056916,Paintings,Bequest,,,,0,1850.0
cl010056917,Paintings,Purchase,,,,0,1450.0
cl010056922,Paintings,Purchase,,,,0,1757.0
cl010056927,Paintings,Purchase,,,,0,1450.0
cl010056933,Paintings,Bequest,,,41-60,0,1850.0
cl010056934,Paintings,Bequest,,,41-60,0,1750.0
cl010056935,Paintings,Bequest,,,41-60,0,1750.0
cl010056936,Paintings,Bequest,,,41-60,0,1750.0
cl010056937,Paintings,Bequest,,,41-60,0,1743.0
cl010056938,Paintings,Bequest,,,41-60,0,1750.0
cl010056939,Paintings,Bequest,,,41-60,0,1750.0
cl010056940,Paintings,Bequest,,,41-60,0,1750.0
cl010056941,Paintings,Bequest,,,41-60,0,1650.0
cl010056942,Paintings,Bequest,,,41-60,0,1765.0
cl010056943,Paintings,Bequest,,,41-60,0,1774.5
cl010056944,Paintings,Bequest,,,41-60,0,1850.0
cl010056945,Paintings,Bequest,,,41-60,0,1799.0
cl010056946,Paintings,Bequest,,,41-60,0,1750.0
cl010056947,Paintings,Bequest,,,41-60,0,1750.0
cl010056948,Paintings,Bequest,,,41-60,0,1750.0
cl010056949,Paintings,Bequest,,,41-60,0,1750.0
cl010056950,Paintings,Bequest,,,41-60,0,1774.5
cl010056951,Paintings,Bequest,,,21-40,0,1650.0
cl010056952,Paintings,Bequest,,,21-40,0,1750.0
cl010056953,Paintings,Bequest,,,41-60,0,1838.0
cl010056954,Paintings,Other,,,81-100,0,1502.0
cl010056956,Paintings,Bequest,,,,1,1750.0
cl010056957,Paintings,Purchase,,,,0,1650.0
cl010056958,Paintings,Purchase,,,,0,1450.0
cl010056959,Paintings,Purchase,,,,0,1450.0
cl010056960,Paintings,Unknown,,,,0,1650.0
cl010056961,Paintings,Purchase,,,100+,0,1774.0
cl010056967,Paintings,Bequest,,,81-100,0,1850.0
cl010056968,Paintings,Bequest,,,81-100,0,1749.5
cl010056969,Paintings,Other,,,,0,1850.0
cl010056970,Paintings,Other,,,,0,1850.0
cl010056971,Paintings,Historic Collection,,,100+,0,1650.0
cl010056972,Paintings,Other,,,,0,1712.5
cl010056973,Paintings,Historic Collection,,,100+,0,1750.0
cl010056975,Paintings,Historic Collection,,,,0,1650.0
cl010056976,Paintings,Other,,,,0,1788.0
cl010056977,Paintings,Historic Collection,,,,0,1650.0
cl010056980,Paintings,Other,,,,0,1750.0
cl010056981,Paintings,Other,,,,0,1750.0
cl010056982,Paintings,Other,,,,0,1750.0
cl010056983,Paintings,Other,,,,0,1750.0
cl010056984,Paintings,Historic Collection,,,,0,1771.0
cl010056989,Paintings,Other,,,,0,1750.0
cl010056992,Paintings,Historic Collection,,,,0,1650.0
cl010056993,Paintings,Other,,,,0,1750.0
cl010056996,Paintings,Historic Collection,,,,0,1750.0
cl010056997,Paintings,Historic Collection,,,,0,1650.0
cl010056999,Paintings,Historic Collection,,,,0,1750.0
cl010057025,Paintings,Historic Collection,,,,0,1750.0
cl010057028,Paintings,Historic Collection,,,,0,1750.0
cl010057041,Paintings,Other,,,,0,1850.0
cl010057042,Paintings,Gift,,,100+,0,1585.0
cl010057043,Paintings,Gift,,,81-100,0,1650.0
cl010057044,Paintings,MNR Recovery,,,61-80,0,1806.0
cl010057045,Paintings,Bequest,,,100+,0,1550.0
cl010057046,Paintings,Unknown,,,,0,1787.0
cl010057048,Paintings,Bequest,,,,0,1850.0
cl010057049,Paintings,Historic Collection,,,,0,1675.0
cl010057050,Paintings,Historic Collection,,,,0,1675.0
cl010057051,Paintings,Purchase,,,,0,1844.0
cl010057052,Paintings,Purchase,,,,0,1850.0
cl010057053,Paintings,Historic Collection,,,,0,1650.0
cl010057054,Paintings,Other,,,,0,1850.0
cl010057055,Paintings,Other,,,,0,1850.0
cl010057056,Paintings,Other,,,,0,1850.0
cl010057057,Paintings,Other,,,,0,1850.0
cl010057058,Paintings,Other,,,,0,1850.0
cl010057059,Paintings,Other,,,,0,1850.0
cl010057060,Paintings,Other,,,,0,1850.0
cl010057061,Paintings,Other,,,,0,1850.0
cl010057062,Paintings,Other,,,,0,1850.0
cl010057063,Paintings,Other,,,,0,1850.0
cl010057064,Byzantine & Eastern Christian Art,Purchase,,,,0,
cl010057066,Paintings,Purchase,,,,0,1850.0
cl010057067,Paintings,Purchase,,,,1,1841.0
cl010057068,Paintings,Other,,,100+,0,1850.0
cl010057069,Paintings,Purchase,,,,0,1450.0
cl010057070,Paintings,Purchase,,,,0,1450.0
cl010057071,Paintings,Purchase,,,,0,1450.0
cl010057072,Paintings,Purchase,,,,0,1450.0
cl010057073,Paintings,Purchase,,,,0,1450.0
cl010057074,Paintings,Purchase,,,,0,1450.0
cl010057075,Paintings,Purchase,,,,0,1450.0
cl010057076,Paintings,Purchase,,,,0,1450.0
cl010057085,Paintings,Other,,,100+,0,1850.0
cl010057086,Paintings,Other,,,,0,1835.0
cl010057090,Paintings,Other,,,100+,0,1868.0
cl010057091,Paintings,Bequest,,,,0,1863.0
cl010057092,Paintings,Other,,,100+,0,1826.0
cl010057093,Paintings,Gift,,,100+,0,1827.0
cl010057095,Paintings,Gift,,,,0,1827.0
cl010057096,Paintings,Other,,,,1,1849.0
cl010057097,Paintings,Bequest,,,100+,0,1750.0
cl010057098,Paintings,Historic Collection,,,,0,1650.0
cl010057099,Paintings,Other,,,100+,0,1866.0
cl010057100,Paintings,Other,,,100+,0,1834.0
cl010057101,Paintings,Purchase,,,,0,1846.0
cl010057102,Paintings,Other,,,100+,0,1850.0
cl010057103,Paintings,Other,,,100+,0,1834.0
cl010057104,Paintings,Other,,,100+,0,1834.0
cl010057105,Paintings,Other,,,100+,0,1834.0
cl010057106,Paintings,Other,,,100+,0,1834.0
cl010057107,Paintings,Other,,,100+,0,1834.0
cl010057108,Paintings,Other,,,100+,0,1834.0
cl010057109,Paintings,Other,,,100+,0,1834.0
cl010057110,Paintings,Other,,,100+,0,1834.0
cl010057111,Paintings,Other,,,100+,0,1834.0
cl010057112,Paintings,Other,,,100+,0,1834.0
cl010057113,Paintings,Other,,,100+,0,1834.0
cl010057114,Paintings,Other,,,100+,0,1834.0
cl010057115,Paintings,Other,,,100+,0,1834.0
cl010057116,Paintings,Other,,,100+,0,1834.0
cl010057117,Paintings,Other,,,100+,0,1834.0
cl010057118,Paintings,Other,,,100+,0,1834.0
cl010057119,Paintings,Other,,,100+,0,1834.0
cl010057120,Paintings,Other,,,100+,0,1834.0
cl010057121,Paintings,Other,,,100+,0,1834.0
cl010057122,Paintings,Other,,,100+,0,1834.0
cl010057123,Paintings,Other,,,100+,0,1834.0
cl010057124,Paintings,Other,,,100+,0,1834.0
cl010057125,Paintings,Other,,,100+,0,1834.0
cl010057126,Paintings,Other,,,100+,0,1834.0
