ark_id,collection_en,acquisition_type_en,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
cl010059957,Paintings,Bequest,,,100+,1,1635.0
cl010059963,Paintings,Bequest,,,100+,1,1635.0
cl010059964,Paintings,Bequest,,,100+,0,1641.0
cl010059965,Paintings,Bequest,,,100+,1,1653.0
cl010059966,Paintings,Bequest,,,100+,1,1670.0
cl010059967,Paintings,Bequest,,,100+,1,1645.0
cl010059968,Paintings,Bequest,,,100+,1,1802.0
cl010059969,Paintings,Bequest,,,81-100,0,1660.0
cl010059970,Paintings,Bequest,,,61-80,0,1487.5
cl010059971,Paintings,Bequest,,,100+,0,1775.0
cl010059972,Paintings,Bequest,,,41-60,1,1617.0
cl010059973,Paintings,Bequest,,,100+,0,1740.0
cl010059976,Paintings,Bequest,,,41-60,0,1748.0
cl010059977,Paintings,Bequest,,,100+,0,1625.0
cl010059978,Paintings,Bequest,,,81-100,1,1650.0
cl010059979,Paintings,Bequest,,,100+,0,1644.0
cl010059981,Paintings,Bequest,,,41-60,0,1829.0
cl010059985,Paintings,Bequest,,,100+,1,1805.0
cl010059986,Paintings,Bequest,,,100+,1,1808.0
cl010059987,Paintings,Bequest,,,100+,1,1811.0
cl010059992,Paintings,Bequest,,,100+,1,1810.0
cl010059994,Paintings,Bequest,,,100+,0,1862.5
cl010059995,Paintings,Bequest,,,100+,1,1805.0
cl010059996,Paintings,Bequest,,,100+,0,1805.0
cl010059997,Paintings,Bequest,,,81-100,0,1851.0
cl010059998,Paintings,Bequest,,,81-100,1,1812.5
cl010059999,Paintings,Bequest,,,100+,0,1856.0
cl010060000,Paintings,Bequest,,,81-100,0,1800.0
cl010060001,Paintings,Bequest,,,100+,1,1800.0
cl010060006,Paintings,Bequest,,,100+,1,1823.0
cl010060009,Paintings,Bequest,,,41-60,0,1837.5
cl010060010,Paintings,Bequest,,,81-100,0,1812.5
cl010060011,Paintings,Bequest,,,61-80,0,1812.5
cl010060014,Paintings,Bequest,,,41-60,0,1850.0
cl010060015,Paintings,Bequest,,,100+,0,1800.0
cl010060016,Paintings,Bequest,,,100+,0,1795.0
cl010060017,Paintings,Bequest,,,100+,1,1762.5
cl010060027,Paintings,Bequest,,,100+,0,1823.0
cl010060028,Paintings,Bequest,,,100+,0,1840.0
cl010060029,Paintings,Bequest,,,100+,0,1845.0
cl010060030,Paintings,Bequest,,,100+,0,1855.0
cl010060031,Paintings,Bequest,,,100+,0,1829.0
cl010060032,Paintings,Bequest,,,100+,0,1820.0
cl010060045,Paintings,Other,,,100+,1,1787.0
cl010060046,Paintings,Bequest,,,100+,0,1730.0
cl010060055,Paintings,Bequest,,,100+,0,1855.0
cl010060056,Paintings,Bequest,,,81-100,0,1840.0
cl010060057,Paintings,Bequest,,,81-100,0,1807.5
cl010060059,Paintings,Bequest,,,81-100,0,1892.0
cl010060067,Paintings,Bequest,,,100+,0,1831.0
cl010060068,Paintings,Other,,,100+,1,1787.0
cl010060083,Paintings,Bequest,,,100+,0,1487.5
cl010060084,Paintings,Bequest,,,100+,1,1475.0
cl010060085,Paintings,Bequest,,,61-80,1,1775.0
cl010060086,Paintings,Bequest,,,100+,0,1575.0
cl010060087,Paintings,Bequest,,,100+,1,1550.0
cl010060088,Paintings,Bequest,,,100+,0,1462.5
cl010060089,Paintings,Bequest,,,81-100,0,1732.5
cl010060090,Paintings,Bequest,,,100+,1,1790.0
cl010060091,Paintings,Bequest,,,61-80,0,1462.5
cl010060092,Paintings,Bequest,,,100+,1,1812.5
cl010060093,Paintings,Bequest,,,100+,1,1812.5
cl010060094,Paintings,Bequest,,,81-100,0,1817.0
cl010060099,Paintings,Bequest,,,61-80,0,1802.0
cl010060100,Paintings,Bequest,,,81-100,0,1754.0
cl010060101,Paintings,Bequest,,,100+,0,1550.0
cl010060102,Paintings,Bequest,,,81-100,0,1612.5
cl010060103,Paintings,Bequest,,,100+,0,1462.5
cl010060104,Paintings,Bequest,,,41-60,0,1800.0
cl010060105,Paintings,Bequest,,,100+,0,1650.0
cl010060141,Paintings,Bequest,,,100+,0,1852.0
cl010060183,Paintings,Bequest,,,81-100,0,1836.0
cl010060184,Paintings,Bequest,,,81-100,0,1844.0
cl010060185,Paintings,Bequest,,,81-100,0,1844.0
cl010060186,Paintings,Bequest,,,81-100,0,1844.0
cl010060187,Paintings,Bequest,,,81-100,0,1844.0
cl010060188,Paintings,Bequest,,,81-100,0,1844.0
cl010060189,Paintings,Bequest,,,81-100,1,1852.0
cl010060190,Paintings,Bequest,,,81-100,0,1849.0
cl010060191,Paintings,Bequest,,,100+,0,1487.5
cl010060192,Paintings,Bequest,,,41-60,0,1846.5
cl010060193,Paintings,Bequest,,,100+,1,1784.0
cl010060194,Paintings,Bequest,,,100+,0,1785.0
cl010060195,Paintings,Bequest,,,81-100,0,1837.5
cl010060201,Paintings,Bequest,,,81-100,1,1856.0
cl010060202,Paintings,Bequest,,,81-100,0,1849.0
cl010060203,Paintings,Bequest,,,81-100,0,1838.0
cl010060204,Paintings,Bequest,,,81-100,0,1837.5
cl010060205,Paintings,Bequest,,,81-100,0,1832.0
cl010060206,Paintings,Bequest,,,81-100,0,1836.0
cl010060207,Paintings,Bequest,,,81-100,0,1841.0
cl010060208,Paintings,Bequest,,,81-100,1,1841.0
cl010060209,Paintings,Bequest,,,100+,1,1826.0
cl010060210,Paintings,Bequest,,,100+,1,1826.0
cl010060211,Paintings,Bequest,,,100+,0,1862.5
cl010060212,Paintings,Bequest,,,100+,0,1854.0
cl010060216,Paintings,Bequest,,,61-80,1,1537.5
cl010060217,Paintings,Bequest,,,81-100,0,1835.0
cl010060219,Paintings,Other,,,100+,1,1852.0
cl010060221,Paintings,Bequest,,,100+,1,1862.5
cl010060222,Paintings,Bequest,,,100+,0,1873.0
cl010060223,Paintings,Other,,,81-100,0,1862.5
cl010060224,Paintings,Bequest,,,81-100,1,1565.0
cl010060225,Paintings,Bequest,,,81-100,0,1853.5
cl010060226,Paintings,Bequest,,,81-100,0,1839.0
cl010060227,Paintings,Bequest,,,81-100,0,1850.0
cl010060228,Paintings,Bequest,,,81-100,1,1850.0
cl010060230,Paintings,Bequest,,,100+,0,1647.5
cl010060235,Paintings,Other,,,100+,1,1845.0
cl010060237,Paintings,Bequest,,,100+,1,1831.0
cl010060238,Paintings,Bequest,,,100+,1,1868.0
cl010060240,Paintings,Bequest,,,81-100,1,1844.0
cl010060241,Paintings,Bequest,,,81-100,1,1856.0
cl010060242,Paintings,Bequest,,,100+,0,1812.0
cl010060243,Paintings,Bequest,,,100+,1,1790.0
cl010060244,Paintings,Bequest,,,100+,0,1794.0
cl010060251,Paintings,Bequest,,,100+,0,1793.0
cl010060263,Paintings,Bequest,,,81-100,0,1849.0
cl010060264,Paintings,Bequest,,,100+,1,1644.0
cl010060265,Paintings,Bequest,,,100+,1,1648.0
cl010060266,Paintings,Bequest,,,100+,1,1626.0
cl010060267,Paintings,Bequest,,,100+,0,1660.0
cl010060268,Paintings,Bequest,,,81-100,1,1643.0
cl010060269,Paintings,Bequest,,,100+,0,1646.0
cl010060270,Paintings,Bequest,,,100+,1,1647.0
cl010060275,Paintings,Bequest,,,100+,0,1628.0
cl010060276,Paintings,Bequest,,,100+,1,1665.0
cl010060277,Paintings,Bequest,,,81-100,1,1637.5
cl010060278,Paintings,Bequest,,,100+,1,1674.0
cl010060279,Paintings,Bequest,,,100+,1,1661.5
cl010060280,Paintings,Bequest,,,100+,1,1730.0
cl010060281,Paintings,Bequest,,,100+,1,1673.0
cl010060282,Paintings,Bequest,,,100+,0,1675.0
cl010060283,Paintings,Bequest,,,100+,0,1662.0
cl010060284,Paintings,Bequest,,,100+,1,1671.0
cl010060285,Paintings,Bequest,,,100+,1,1672.0
cl010060286,Paintings,Bequest,,,100+,0,1653.0
cl010060287,Paintings,Bequest,,,100+,1,1632.0
cl010060288,Paintings,Bequest,,,100+,0,1654.0
cl010060289,Paintings,Other,,,100+,0,1778.0
cl010060290,Paintings,Historic Collection,,,,1,1704.0
cl010060291,Paintings,MNR Recovery,,,61-80,0,1637.5
cl010060292,Paintings,Historic Collection,,,,1,1633.0
cl010060293,Paintings,Other,,,,0,1866.0
cl010060294,Paintings,Other,,,100+,0,1866.0
cl010060295,Paintings,Other,,,100+,0,1865.0
cl010060296,Paintings,Other,,,,1,1819.0
cl010060297,Paintings,Other,,,,1,1819.0
cl010060298,Paintings,Other,,,100+,1,1812.5
cl010060299,Paintings,Other,,,100+,0,1833.0
cl010060300,Paintings,Other,,,100+,0,1851.0
cl010060301,Paintings,Other,,,100+,0,1839.0
cl010060304,Paintings,Other,,,,0,1848.5
cl010060305,Paintings,Bequest,,,100+,0,1644.0
cl010060306,Paintings,Bequest,,,100+,1,1635.0
cl010060307,Paintings,Bequest,,,100+,1,1650.0
cl010060308,Paintings,Bequest,,,100+,1,1695.0
cl010060309,Paintings,Bequest,,,100+,1,1695.0
cl010060310,Paintings,Bequest,,,100+,0,1695.0
cl010060311,Paintings,Bequest,,,100+,0,1695.0
cl010060312,Paintings,Bequest,,,100+,0,1629.0
cl010060313,Paintings,Bequest,,,100+,1,1665.0
cl010060314,Paintings,Bequest,,,100+,0,1630.0
cl010060315,Paintings,Bequest,,,100+,1,1675.0
cl010060318,Paintings,Bequest,,,100+,1,1862.5
cl010060319,Paintings,Bequest,,,100+,1,1625.0
cl010060320,Paintings,Bequest,,,100+,1,1655.0
cl010060321,Paintings,Bequest,,,100+,1,1654.0
cl010060335,Paintings,Bequest,,,61-80,0,1802.0
cl010060336,Paintings,Bequest,,,100+,0,1650.0
cl010060337,Paintings,Bequest,,,100+,0,1562.5
cl010060357,Paintings,Bequest,,,61-80,0,1812.5
cl010060358,Byzantine & Eastern Christian Art,Bequest,,,61-80,0,1512.5
cl010060359,Paintings,Bequest,,,81-100,0,1782.0
cl010060366,Paintings,Bequest,,,100+,1,1475.0
cl010060367,Paintings,Bequest,,,81-100,0,1480.0
cl010060368,Paintings,Bequest,,,100+,0,1550.0
cl010060385,Paintings,Gift,,,21-40,0,1681.5
cl010060386,Paintings,Bequest,,,81-100,1,1650.0
cl010060387,Paintings,Bequest,,,81-100,1,1650.0
cl010060394,Paintings,Bequest,,,100+,0,1775.0
cl010060435,Paintings,Bequest,,,100+,0,1584.0
cl010060441,Paintings,Bequest,,,81-100,1,1789.0
cl010060442,Paintings,Bequest,,,100+,1,1787.0
cl010060443,Paintings,Bequest,,,81-100,1,1814.0
cl010060453,Paintings,Bequest,,,100+,1,1654.0
cl010060454,Paintings,Bequest,,,100+,0,1634.0
cl010060455,Paintings,Bequest,,,100+,0,1633.0
cl010060456,Paintings,Bequest,,,100+,1,1665.0
cl010060457,Paintings,Bequest,,,81-100,0,1627.0
cl010060458,Paintings,Bequest,,,100+,1,1655.0
cl010060459,Paintings,Bequest,,,100+,1,1645.0
cl010060460,Paintings,Bequest,,,100+,1,1645.0
cl010060466,Paintings,Other,,,100+,1,1856.0
cl010060467,Paintings,Historic Collection,,,,0,1700.0
cl010060468,Paintings,Historic Collection,,,,0,1725.0
cl010060469,Paintings,Other,,,100+,0,1832.0
cl010060470,Paintings,Other,,,,0,1812.5
cl010060471,Paintings,Bequest,,,81-100,0,1862.5
cl010060472,Paintings,Bequest,,,81-100,1,1814.0
cl010060473,Paintings,Bequest,,,81-100,0,1786.0
cl010060474,Paintings,Bequest,,,100+,1,1786.0
cl010060475,Paintings,Bequest,,,81-100,0,1725.0
cl010060476,Paintings,Bequest,,,100+,0,1655.0
cl010060477,Paintings,Other,,,,1,1763.0
cl010060478,Paintings,Other,,,,1,1740.0
cl010060479,Paintings,Other,,,,1,1757.0
cl010060480,Paintings,Other,,,,1,1764.0
cl010060481,Paintings,Historic Collection,,,,0,1732.0
cl010060482,Paintings,Other,,,,0,1737.5
cl010060483,Paintings,Other,,,100+,1,1732.0
cl010060484,Paintings,Other,,,100+,1,1751.0
cl010060485,Paintings,Other,,,100+,1,1751.0
cl010060487,Paintings,Purchase,,,100+,1,1641.0
cl010060489,Paintings,Other,,,100+,0,1780.0
cl010060490,Paintings,Purchase,,,100+,0,1795.0
cl010060492,Paintings,Other,,,,0,1873.0
cl010060493,Paintings,Unknown,,,,0,1845.0
cl010060494,Paintings,Historic Collection,,,100+,0,1645.0
cl010060495,Paintings,Historic Collection,,,,0,1652.5
cl010060496,Paintings,Historic Collection,,,,1,1645.0
cl010060497,Paintings,Historic Collection,,,,0,1643.0
cl010060498,Paintings,Historic Collection,,,,0,1748.0
cl010060500,Paintings,Unknown,,,,0,1739.0
cl010060501,Paintings,Historic Collection,,,,0,1656.5
cl010060502,Paintings,Historic Collection,,,100+,0,1668.0
cl010060503,Paintings,Other,,,100+,0,1667.5
cl010060504,Paintings,Historic Collection,,,,0,1650.0
cl010060506,Paintings,Other,,,,0,1732.0
cl010060507,Paintings,Other,,,,0,1732.0
cl010060509,Paintings,Other,,,100+,0,1861.0
cl010060511,Paintings,Other,,,100+,0,1787.0
cl010060512,Paintings,Other,,,100+,0,1783.0
cl010060513,Paintings,Gift,,,,0,1812.0
cl010060515,Paintings,Historic Collection,,,,0,1650.0
cl010060516,Paintings,Historic Collection,,,100+,0,1650.0
cl010060517,Paintings,Historic Collection,,,100+,0,1629.0
cl010060518,Paintings,Historic Collection,,,100+,0,1649.0
cl010060519,Paintings,Historic Collection,,,100+,1,1652.0
cl010060520,Paintings,Historic Collection,,,100+,1,1645.0
cl010060521,Paintings,Historic Collection,,,100+,1,1662.0
cl010060522,Paintings,Historic Collection,,,100+,1,1637.5
cl010060523,Paintings,Historic Collection,,,,1,1656.5
cl010060524,Paintings,Historic Collection,,,100+,1,1660.5
cl010060525,Paintings,Historic Collection,,,100+,0,1677.0
cl010060526,Paintings,Other,,,,0,1837.0
cl010060527,Paintings,Other,,,100+,0,1835.0
cl010060528,Paintings,Gift,,,100+,1,1837.5
cl010060529,Paintings,Gift,,,100+,1,1837.5
cl010060530,Paintings,Gift,,,100+,0,1837.5
cl010060531,Paintings,Gift,,,100+,0,1837.5
cl010060533,Paintings,Purchase,,,100+,0,1842.0
cl010060534,Paintings,Other,,,,1,1728.0
cl010060535,Paintings,Other,,,,1,1740.0
cl010060536,Paintings,Other,,,,1,1765.0
cl010060547,Paintings,Historic Collection,,,,1,1645.0
cl010060548,Paintings,Historic Collection,,,,0,1650.0
cl010060549,Paintings,Historic Collection,,,,0,1696.0
cl010060550,Paintings,Other,,,100+,0,1822.0
cl010060551,Paintings,Other,,,100+,1,1828.0
cl010060552,Paintings,Other,,,100+,1,1827.0
cl010060557,Paintings,Historic Collection,,,100+,0,1718.0
cl010060558,Paintings,Historic Collection,,,100+,0,1703.0
cl010060561,Paintings,Other,,,,0,1847.0
cl010060563,Paintings,Other,,,,1,1738.0
cl010060564,Paintings,Unknown,,,,0,1933.0
cl010060565,Paintings,Unknown,,,,0,1933.0
cl010060566,Paintings,Unknown,,,,0,1933.0
cl010060567,Paintings,Historic Collection,,,100+,1,1703.0
cl010060568,Paintings,Historic Collection,,,,0,1710.0
cl010060569,Paintings,Historic Collection,,,,1,1706.0
cl010060570,Paintings,Other,,,100+,0,1824.0
cl010060571,Paintings,Other,,,100+,1,1827.0
cl010060572,Paintings,Other,,,100+,0,1830.0
cl010060573,Paintings,Other,,,,0,1684.5
cl010060574,Paintings,Other,,,,1,1743.0
cl010060575,Paintings,Other,,,,1,1738.0
cl010060576,Paintings,Other,,,,1,1738.0
cl010060577,Paintings,Other,,,,1,1743.0
cl010060578,Paintings,Other,,,,1,1738.0
cl010060579,Paintings,Other,,,,0,1735.0
cl010060580,Paintings,Historic Collection,,,,1,1781.0
cl010060581,Paintings,Other,,,,0,1780.5
cl010060582,Paintings,Historic Collection,,,100+,1,1755.0
cl010060583,Paintings,Other,,,100+,0,1775.0
cl010060584,Paintings,Historic Collection,,,,1,1655.0
cl010060585,Paintings,Historic Collection,,,,1,1664.5
cl010060586,Paintings,Historic Collection,,,,1,1664.5
cl010060587,Paintings,Historic Collection,,,,1,1668.5
cl010060588,Paintings,Historic Collection,,,,1,1655.0
cl010060589,Paintings,Historic Collection,,,,1,1672.5
cl010060590,Paintings,Other,,,100+,0,1787.0
cl010060591,Paintings,Unknown,,,,0,1862.5
cl010060597,Paintings,Historic Collection,,,,0,1670.0
cl010060598,Paintings,Historic Collection,,,,0,1671.0
cl010060599,Paintings,Historic Collection,,,,0,1664.5
cl010060600,Paintings,Historic Collection,,,,0,1668.0
cl010060601,Paintings,Historic Collection,,,,0,1668.0
cl010060602,Paintings,Historic Collection,,,,0,1668.0
cl010060603,Paintings,Historic Collection,,,100+,0,1643.5
cl010060604,Paintings,Historic Collection,,,,1,1673.5
cl010060605,Paintings,Historic Collection,,,,1,1689.0
cl010060606,Paintings,Historic Collection,,,100+,0,1649.0
cl010060607,Paintings,Historic Collection,,,,1,1688.0
cl010060608,Paintings,Historic Collection,,,,1,1656.5
cl010060609,Paintings,Historic Collection,,,,1,1644.0
cl010060610,Paintings,Other,,,,1,1646.5
cl010060611,Paintings,Other,,,,1,1646.5
cl010060612,Paintings,Historic Collection,,,,1,1637.5
cl010060614,Paintings,Unknown,,,,0,1859.0
cl010060615,Paintings,Other,,,81-100,1,1765.0
cl010060616,Paintings,Historic Collection,,,,1,1646.0
cl010060617,Paintings,Historic Collection,,,,1,1631.0
cl010060618,Paintings,Historic Collection,,,,1,1640.0
cl010060619,Paintings,Historic Collection,,,,0,1718.0
cl010060620,Paintings,Historic Collection,,,,0,1675.0
cl010060621,Paintings,Historic Collection,,,,0,1650.0
cl010060622,Paintings,Other,,,,1,1653.5
cl010060623,Paintings,Other,,,,1,1646.0
cl010060624,Paintings,Other,,,,1,1653.5
cl010060625,Paintings,Historic Collection,,,,1,1651.0
cl010060626,Paintings,Historic Collection,,,100+,1,1654.5
cl010060627,Paintings,Historic Collection,,,,1,1637.5
cl010060628,Paintings,Historic Collection,,,,1,1651.0
cl010060629,Paintings,Historic Collection,,,,1,1652.0
cl010060630,Paintings,Historic Collection,,,,1,1652.0
cl010060631,Paintings,Other,,,,1,1646.5
cl010060632,Paintings,Other,,,,1,1648.0
cl010060633,Paintings,Other,,,,0,1646.5
cl010060634,Paintings,Other,,,,1,1646.5
cl010060635,Paintings,Other,,,,1,1646.5
cl010060636,Paintings,Other,,,,0,1646.5
cl010060637,Paintings,Other,,,,1,1646.5
cl010060638,Paintings,Other,,,,1,1646.5
cl010060639,Paintings,Other,,,,1,1646.0
cl010060640,Paintings,Other,,,,1,1644.0
cl010060641,Paintings,Other,,,,1,1646.0
cl010060642,Paintings,Other,,,,1,1646.0
cl010060643,Paintings,Other,,,,0,1653.5
cl010060644,Paintings,Other,,,,1,1646.0
cl010060645,Paintings,Other,,,,1,1646.5
cl010060646,Paintings,Other,,,,1,1646.5
cl010060647,Paintings,Other,,,,1,1653.5
cl010060648,Paintings,Other,,,,0,1646.5
cl010060649,Paintings,Other,,,,1,1653.5
cl010060650,Paintings,Other,,,,0,1646.5
cl010060651,Paintings,Other,,,,1,1646.5
cl010060652,Paintings,Other,,,,1,1646.5
cl010060653,Paintings,Other,,,,1,1646.5
cl010060654,Paintings,Other,,,,1,1646.5
cl010060655,Paintings,Other,,,,1,1646.5
cl010060656,Paintings,Other,,,,1,1646.5
cl010060657,Paintings,Historic Collection,,,,0,1637.5
cl010060658,Paintings,Other,,,100+,1,1502.5
cl010060659,Paintings,Historic Collection,,,,0,1650.0
cl010060662,Paintings,Other,,,,0,1800.0
cl010060663,Paintings,Historic Collection,,,,0,1650.0
cl010060664,Paintings,Historic Collection,,,,0,1650.0
cl010060665,Paintings,Other,,,,1,1789.0
cl010060667,Paintings,Historic Collection,,,,0,1667.0
cl010060668,Paintings,Other,,,100+,0,1695.0
cl010060669,Paintings,Other,,,100+,1,1837.5
cl010060670,Paintings,Other,,,100+,1,1837.5
cl010060671,Paintings,Other,,,100+,1,1837.5
cl010060672,Paintings,Other,,,100+,1,1837.5
cl010060673,Paintings,Other,,,100+,1,1837.5
cl010060674,Paintings,Other,,,100+,1,1837.5
cl010060675,Paintings,Other,,,100+,1,1827.0
cl010060676,Paintings,Other,,,100+,1,1837.5
cl010060677,Paintings,Other,,,,1,1668.0
cl010060678,Paintings,Historic Collection,,,,0,1707.5
cl010060679,Paintings,Historic Collection,,,,0,1707.5
cl010060680,Paintings,Historic Collection,,,,0,1700.0
cl010060681,Paintings,Historic Collection,,,,0,1675.5
cl010060682,Paintings,Gift,,,,0,1847.0
cl010060683,Paintings,Other,,,,1,1647.0
cl010060684,Paintings,Historic Collection,,,100+,1,1642.0
cl010060685,Paintings,Historic Collection,,,,0,1649.0
cl010060686,Paintings,Historic Collection,,,100+,1,1653.5
cl010060687,Paintings,Historic Collection,,,,1,1701.0
cl010060688,Paintings,Historic Collection,,,,1,1700.5
cl010060689,Paintings,Historic Collection,,,,1,1666.0
cl010060690,Paintings,Historic Collection,,,,1,1688.0
cl010060691,Paintings,Other,,,100+,1,1837.5
cl010060692,Paintings,Other,,,100+,1,1837.5
cl010060693,Paintings,Other,,,100+,1,1837.5
cl010060694,Paintings,Other,,,100+,1,1837.5
cl010060695,Paintings,Other,,,100+,1,1842.0
cl010060696,Paintings,Other,,,100+,1,1842.0
cl010060697,Paintings,Unknown,,,,1,1842.0
cl010060698,Paintings,Unknown,,,,1,1842.0
cl010060699,Paintings,Unknown,,,,1,1842.0
cl010060700,Paintings,Unknown,,,,1,1842.0
cl010060701,Paintings,Unknown,,,,1,1842.0
cl010060702,Paintings,Historic Collection,,,100+,0,1689.0
cl010060703,Paintings,Historic Collection,,,100+,1,1697.0
cl010060704,Paintings,Other,,,,0,1747.0
cl010060705,Paintings,Unknown,,,,0,1839.0
cl010060706,Paintings,Unknown,,,,1,1842.0
cl010060707,Paintings,Other,,,100+,1,1844.0
cl010060708,Paintings,Other,,,100+,1,1844.0
cl010060709,Paintings,Other,,,100+,1,1844.0
cl010060710,Paintings,Other,,,100+,1,1844.0
cl010060711,Paintings,Other,,,100+,1,1842.0
cl010060712,Paintings,Unknown,,,,1,1842.0
cl010060713,Paintings,Unknown,,,,1,1842.0
cl010060714,Paintings,Other,,,100+,1,1842.0
cl010060715,Paintings,Unknown,,,,1,1842.0
cl010060716,Paintings,Unknown,,,,1,1842.0
cl010060717,Paintings,Unknown,,,,1,1842.0
cl010060718,Paintings,Other,,,100+,1,1844.0
cl010060719,Paintings,Other,,,100+,1,1844.0
cl010060722,Paintings,Purchase,,,61-80,0,1946.0
cl010060723,Paintings,Purchase,,,61-80,0,1946.0
cl010060724,Paintings,Purchase,,,61-80,0,1946.0
cl010060725,Paintings,Other,,,100+,1,1837.5
cl010060726,Paintings,Historic Collection,,,100+,1,1768.5
cl010060727,Paintings,Historic Collection,,,,0,1681.5
cl010060729,Paintings,Unknown,,,,1,1842.0
cl010060730,Paintings,Historic Collection,,,,0,1662.5
cl010060731,Paintings,Other,,,100+,0,1800.0
cl010060733,Paintings,Other,,,,1,1748.0
cl010060734,Paintings,MNR Recovery,,,61-80,0,1858.5
cl010060735,Paintings,Other,,,,0,1776.5
cl010060737,Paintings,Other,,,100+,0,1800.0
cl010060738,Paintings,Unknown,,,,0,1837.5
cl010060739,Paintings,Other,,,100+,1,1817.0
cl010060740,Paintings,Historic Collection,,,100+,1,1565.0
cl010060741,Paintings,Other,,,100+,0,1700.0
cl010060742,Paintings,Historic Collection,,,,1,1630.0
cl010060743,Paintings,Historic Collection,,,,1,1668.0
cl010060744,Paintings,Historic Collection,,,100+,0,1637.5
cl010060745,Paintings,Other,,,100+,1,1637.5
cl010060746,Paintings,Historic Collection,,,,0,1657.0
cl010060747,Paintings,Other,,,,0,1625.0
cl010060748,Paintings,Historic Collection,,,,1,1641.5
cl010060749,Paintings,Other,,,,0,1661.0
cl010060750,Paintings,Other,,,,0,1650.0
cl010060751,Paintings,Historic Collection,,,100+,1,1516.0
cl010060752,Paintings,Historic Collection,,,,1,1518.0
cl010060753,Paintings,Historic Collection,,,100+,1,1515.0
cl010060754,Paintings,Historic Collection,,,,1,1507.5
cl010060755,Paintings,Historic Collection,,,100+,0,1550.0
cl010060756,Paintings,Historic Collection,,,100+,0,1512.5
cl010060757,Paintings,Historic Collection,,,100+,0,1733.5
cl010060758,Paintings,Historic Collection,,,100+,0,1732.5
cl010060759,Paintings,Historic Collection,,,100+,1,1517.0
cl010060760,Paintings,Purchase,,,,1,1617.5
cl010060761,Paintings,Other,,,,1,1625.0
cl010060762,Paintings,Historic Collection,,,100+,0,1618.5
cl010060763,Paintings,Gift,,,100+,0,1612.5
cl010060764,Paintings,Historic Collection,,,,0,1625.0
cl010060765,Paintings,Gift,,,100+,0,1636.0
cl010060766,Paintings,Historic Collection,,,,0,1625.0
cl010060767,Paintings,Historic Collection,,,100+,1,1637.5
cl010060768,Paintings,Historic Collection,,,,0,1512.5
cl010060769,Paintings,Historic Collection,,,,1,1518.0
cl010060770,Paintings,Historic Collection,,,,1,1512.5
cl010060771,Paintings,Historic Collection,,,,1,1518.0
cl010060772,Paintings,Historic Collection,,,100+,1,1504.0
cl010060773,Paintings,Historic Collection,,,100+,1,1504.0
cl010060776,Paintings,Historic Collection,,,100+,1,1762.5
cl010060778,Paintings,Other,,,,0,1817.0
cl010060781,Paintings,Historic Collection,,,100+,0,1710.0
cl010060782,Paintings,Historic Collection,,,100+,1,1631.0
cl010060783,Paintings,Historic Collection,,,100+,0,1612.5
cl010060784,Paintings,Historic Collection,,,100+,1,1612.5
cl010060785,Paintings,Historic Collection,,,100+,0,1743.0
cl010060786,Paintings,Other,,,100+,1,1712.5
cl010060787,Paintings,Historic Collection,,,100+,0,1717.5
cl010060788,Paintings,Historic Collection,,,100+,0,1717.5
cl010060789,Paintings,Other,,,100+,0,1720.0
cl010060790,Paintings,Historic Collection,,,,0,1600.0
cl010060791,Paintings,Historic Collection,,,,0,1750.0
cl010060792,Paintings,Other,,,100+,0,1654.0
cl010060796,Paintings,Historic Collection,,,,1,1730.0
cl010060797,Paintings,Historic Collection,,,,0,1675.0
cl010060798,Paintings,Historic Collection,,,100+,1,1656.0
cl010060799,Paintings,Historic Collection,,,100+,1,1668.0
cl010060800,Paintings,Historic Collection,,,,1,1667.5
cl010060801,Paintings,Historic Collection,,,100+,1,1667.5
cl010060802,Paintings,Historic Collection,,,100+,0,1682.5
cl010060803,Paintings,Historic Collection,,,,0,1655.0
cl010060804,Paintings,Historic Collection,,,,1,1649.5
cl010060805,Paintings,Historic Collection,,,,1,1665.0
cl010060806,Paintings,Other,,,100+,0,1733.0
cl010060807,Paintings,Historic Collection,,,,1,1655.0
cl010060808,Paintings,Historic Collection,,,,1,1655.0
cl010060809,Paintings,Other,,,,1,1657.5
cl010060810,Paintings,Historic Collection,,,,1,1616.0
cl010060811,Paintings,Historic Collection,,,,1,1660.0
cl010060812,Paintings,Historic Collection,,,,1,1664.0
cl010060813,Paintings,Historic Collection,,,,0,1667.0
cl010060814,Paintings,Historic Collection,,,,1,1675.0
cl010060815,Paintings,Historic Collection,,,,0,1646.5
cl010060816,Paintings,Historic Collection,,,,1,1673.0
cl010060817,Paintings,Historic Collection,,,,0,1675.0
cl010060818,Paintings,Other,,,,0,1630.0
cl010060819,Paintings,Historic Collection,,,,1,1612.5
cl010060820,Paintings,Historic Collection,,,100+,1,1612.5
cl010060821,Paintings,Historic Collection,,,100+,1,1612.5
cl010060822,Paintings,Historic Collection,,,100+,1,1612.5
cl010060823,Paintings,Historic Collection,,,100+,1,1612.5
cl010060824,Paintings,Historic Collection,,,100+,1,1612.5
cl010060825,Paintings,Historic Collection,,,100+,1,1650.0
cl010060826,Paintings,Historic Collection,,,,1,1668.0
cl010060827,Paintings,Other,,,,1,1637.5
cl010060828,Paintings,Other,,,,0,1655.0
