ark_id,collection,acquisition_type_en,area_cm2,area_quartile,collection_age_band,is_on_display,creation_year
cl010067126,Département des Peintures,Bequest,,,100+,0,1695.0
cl010067127,Département des Peintures,Gift,,,81-100,0,1750.0
cl010067128,Département des Peintures,Bequest,,,100+,0,1650.0
cl010067130,Département des Peintures,Purchase,,,21-40,0,1669.5
cl010067131,Département des Peintures,Other,,,21-40,1,1826.0
cl010067132,Département des Peintures,Other,,,21-40,1,1763.0
cl010067133,Département des Peintures,Other,,,21-40,1,1887.0
cl010067134,Département des Peintures,Other,,,21-40,1,1726.0
cl010067135,Département des Peintures,Historic Collection,,,100+,1,1650.0
cl010067136,Département des Peintures,Other,,,21-40,0,1750.0
cl010067137,Département des Peintures,Purchase,,,81-100,0,1850.0
cl010067138,Département des Peintures,Purchase,,,81-100,0,1850.0
cl010067139,Département des Peintures,Purchase,,,21-40,1,1845.0
cl010067140,Département des Peintures,Purchase,,,21-40,1,1850.0
cl010067141,Département des Peintures,Purchase,,,21-40,1,1830.0
cl010067142,Département des Peintures,Gift,,,21-40,1,1845.0
cl010067143,Département des Peintures,Purchase,,,21-40,0,1625.0
cl010067144,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067145,Département des Peintures,Other,,,41-60,1,1825.0
cl010067146,Département des Peintures,Other,,,21-40,1,1350.0
cl010067147,Département des Peintures,Other,,,21-40,1,1826.0
cl010067148,Département des Peintures,Unknown,,,,0,1850.0
cl010067149,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067150,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067151,Département des Peintures,Purchase,,,21-40,1,1650.0
cl010067152,Département des Peintures,MNR Recovery,,,61-80,0,1750.0
cl010067153,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067154,Département des Peintures,MNR Recovery,,,61-80,0,1750.0
cl010067155,Département des Peintures,MNR Recovery,,,61-80,0,1750.0
cl010067156,Département des Peintures,MNR Recovery,,,61-80,0,1675.0
cl010067157,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067158,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067159,Département des Peintures,MNR Recovery,,,61-80,0,1785.0
cl010067160,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067162,Département des Peintures,MNR Recovery,,,61-80,0,1775.0
cl010067164,Département des Peintures,MNR Recovery,,,61-80,0,1812.5
cl010067165,Département des Peintures,Purchase,,,21-40,0,1625.0
cl010067166,Département des Peintures,Other,,,100+,0,1842.0
cl010067167,Département des Peintures,Purchase,,,21-40,0,1887.0
cl010067168,Département des Peintures,Gift,,,21-40,0,1826.0
cl010067169,Département des Peintures,Historic Collection,,,,1,1718.0
cl010067170,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010067171,Département des Peintures,Purchase,,,21-40,0,1450.0
cl010067172,Département des Peintures,Other,,,21-40,1,1818.0
cl010067173,Département des Peintures,Other,,,41-60,0,1754.0
cl010067174,Département des Peintures,Purchase,,,,0,1866.0
cl010067175,Département des Peintures,Other,,,41-60,0,1755.0
cl010067176,Département des Peintures,Bequest,,,100+,0,1650.0
cl010067177,Département des Peintures,Purchase,,,21-40,0,1763.0
cl010067178,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067179,Département des Peintures,Historic Collection,,,,0,
cl010067180,Département des Peintures,Historic Collection,,,,0,1731.0
cl010067181,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067182,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067183,Département des Peintures,Other,,,21-40,0,1658.5
cl010067184,Département des Peintures,Other,,,21-40,0,1659.0
cl010067185,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067186,Département des Peintures,Historic Collection,,,,0,
cl010067187,Département des Peintures,Other,,,100+,0,1825.0
cl010067188,Département des Peintures,Historic Collection,,,,0,
cl010067189,Département des Peintures,Historic Collection,,,,0,
cl010067190,Département des Peintures,Historic Collection,,,,0,
cl010067191,Département des Peintures,Historic Collection,,,,0,1850.0
cl010067192,Département des Peintures,Historic Collection,,,,0,1850.0
cl010067193,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067194,Département des Peintures,Historic Collection,,,,0,
cl010067195,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067196,Département des Peintures,Historic Collection,,,,0,1850.0
cl010067197,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067198,Département des Peintures,Historic Collection,,,,0,1675.0
cl010067199,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067200,Département des Peintures,Historic Collection,,,,1,1650.0
cl010067201,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010067202,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067203,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067204,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067205,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067206,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067207,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067208,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067209,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067210,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067211,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067212,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067213,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067214,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067215,Département des Peintures,Historic Collection,,,,0,1666.0
cl010067216,Département des Peintures,Historic Collection,,,,0,
cl010067217,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067218,Département des Peintures,Historic Collection,,,,0,
cl010067219,Département des Peintures,Historic Collection,,,,0,
cl010067220,Département des Peintures,Historic Collection,,,,0,
cl010067221,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067222,Département des Peintures,MNR Recovery,,,61-80,0,1865.0
cl010067223,Département des Peintures,Other,,,,0,1850.0
cl010067224,Département des Peintures,Historic Collection,,,100+,0,1649.0
cl010067225,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067226,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067227,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067228,Département des Peintures,Historic Collection,,,,0,
cl010067229,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067230,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067231,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067232,Département des Peintures,Historic Collection,,,,0,
cl010067233,Département des Peintures,Other,,,21-40,0,1826.5
cl010067234,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067235,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067237,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067239,Département des Peintures,Other,,,100+,0,1550.0
cl010067240,Département des Peintures,Other,,,100+,1,1808.5
cl010067241,Département des Peintures,Other,,,100+,0,1550.0
cl010067242,Département des Peintures,Other,,,100+,0,1550.0
cl010067244,Département des Peintures,Purchase,,,21-40,1,1630.0
cl010067245,Département des Peintures,Other,,,21-40,1,1850.0
cl010067246,Département des Peintures,Purchase,,,21-40,0,1781.0
cl010067247,Département des Peintures,Gift,,,21-40,1,1650.0
cl010067248,Département des Peintures,Purchase,,,21-40,0,1812.5
cl010067249,Département des Peintures,Gift,,,21-40,0,1650.0
cl010067250,Département des Peintures,Purchase,,,21-40,1,1641.0
cl010067251,Département des Peintures,Historic Collection,,,,0,1850.0
cl010067252,Département des Peintures,Purchase,,,21-40,1,1645.0
cl010067253,Département des Peintures,Other,,,21-40,1,1650.0
cl010067254,Département des Peintures,MNR Recovery,,,61-80,0,1750.0
cl010067255,Département des Peintures,Other,,,21-40,0,1839.0
cl010067256,Département des Peintures,Other,,,21-40,1,1833.0
cl010067257,Département des Peintures,Other,,,21-40,1,1833.0
cl010067258,Département des Peintures,Other,,,21-40,0,1850.0
cl010067259,Département des Peintures,Purchase,,,21-40,1,1642.5
cl010067260,Département des Peintures,Other,,,21-40,1,1635.0
cl010067261,Département des Peintures,Other,,,21-40,1,1798.0
cl010067262,Département des Peintures,Other,,,41-60,0,1550.0
cl010067263,Département des Peintures,Bequest,,,100+,0,1843.0
cl010067264,Département des Peintures,Other,,,100+,0,1846.0
cl010067265,Département des Peintures,Other,,,21-40,1,1850.0
cl010067266,Département des Peintures,Other,,,21-40,0,1850.0
cl010067267,Département des Peintures,Bequest,,,81-100,0,1850.0
cl010067268,Département des Peintures,Purchase,,,21-40,0,1767.0
cl010067269,Département des Peintures,Purchase,,,21-40,0,1766.5
cl010067270,Département des Peintures,Other,,,0-20,1,1550.0
cl010067271,Département des Peintures,Other,,,100+,1,1781.0
cl010067273,Département des Peintures,Other,,,21-40,1,1735.0
cl010067274,Département des Peintures,Other,,,21-40,1,1735.0
cl010067275,Département des Peintures,Purchase,,,21-40,0,1650.0
cl010067276,Département des Peintures,Other,,,,0,1750.0
cl010067277,Département des Peintures,Other,,,100+,1,1844.0
cl010067278,Département des Peintures,Purchase,,,21-40,1,1850.0
cl010067279,Département des Peintures,Purchase,,,21-40,1,1591.0
cl010067280,Département des Peintures,Historic Collection,,,,0,1783.0
cl010067281,Département des Peintures,Bequest,,,100+,0,1724.0
cl010067282,Département des Peintures,Other,,,81-100,0,1725.0
cl010067283,Département des Peintures,Other,,,21-40,0,1852.5
cl010067284,Département des Peintures,Bequest,,,100+,1,1780.0
cl010067285,Département des Peintures,Historic Collection,,,,0,1739.0
cl010067286,Département des Peintures,Historic Collection,,,100+,0,1739.0
cl010067287,Département des Peintures,Historic Collection,,,100+,1,1750.0
cl010067288,Département des Peintures,Historic Collection,,,,1,1650.0
cl010067289,Département des Peintures,Other,,,100+,0,1819.0
cl010067290,Département des Peintures,Other,,,100+,0,1650.0
cl010067291,Département des Arts de Byzance et des chrétientés en Orient,Unknown,,,,0,1425.0
cl010067292,Département des Peintures,Other,,,21-40,1,1639.0
cl010067293,Département des Peintures,Purchase,,,21-40,0,1830.0
cl010067294,Département des Peintures,Gift,,,21-40,1,1660.0
cl010067295,Département des Peintures,Other,,,100+,0,1831.0
cl010067296,Département des Peintures,Other,,,,0,1850.0
cl010067297,Département des Peintures,Other,,,21-40,1,1750.0
cl010067305,Département des Peintures,Other,,,,0,1850.0
cl010067306,Département des Peintures,Other,,,100+,0,1850.0
cl010067307,Département des Peintures,Other,,,100+,0,1850.0
cl010067308,Département des Peintures,Historic Collection,,,100+,0,1670.0
cl010067309,Département des Peintures,Bequest,,,100+,0,1729.0
cl010067315,Département des Peintures,Other,,,21-40,1,1750.0
cl010067318,Département des Peintures,Gift,,,21-40,0,1780.0
cl010067319,Département des Peintures,Purchase,,,41-60,0,1550.0
cl010067320,Département des Peintures,Gift,,,21-40,1,1805.0
cl010067321,Département des Peintures,Other,,,21-40,1,1550.0
cl010067322,Département des Peintures,Other,,,100+,0,1850.0
cl010067323,Département des Peintures,Other,,,21-40,1,1425.0
cl010067324,Département des Peintures,Purchase,,,21-40,1,1815.5
cl010067325,Département des Peintures,Other,,,,0,1750.0
cl010067326,Département des Peintures,Other,,,21-40,1,1650.0
cl010067327,Département des Peintures,Other,,,21-40,1,1635.0
cl010067328,Département des Peintures,Purchase,,,21-40,0,1818.0
cl010067329,Département des Peintures,Gift,,,21-40,0,1932.0
cl010067330,Département des Peintures,Gift,,,21-40,0,1934.0
cl010067331,Département des Peintures,Other,,,,0,1774.0
cl010067332,"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes",Bequest,48.0,Q1 (smallest),100+,0,1591.0
cl010067333,Département des Peintures,Other,,,100+,0,1782.0
cl010067334,Département des Peintures,Other,,,,0,1800.0
cl010067335,Département des Peintures,Purchase,,,21-40,0,1850.0
cl010067336,Département des Peintures,Purchase,,,21-40,0,1784.0
cl010067337,Département des Peintures,Unknown,,,21-40,0,
cl010067339,Département des Peintures,Other,,,21-40,0,1859.0
cl010067340,Département des Peintures,Unknown,,,21-40,0,1852.0
cl010067341,Département des Peintures,Unknown,,,21-40,0,1852.0
cl010067342,Département des Peintures,Unknown,,,21-40,0,1852.0
cl010067343,Département des Peintures,Unknown,,,21-40,0,1852.0
cl010067344,Département des Peintures,Unknown,,,21-40,0,1852.0
cl010067345,Département des Peintures,Unknown,,,21-40,0,1852.0
cl010067346,Département des Peintures,Other,,,21-40,1,1520.0
cl010067347,Département des Peintures,Other,,,21-40,1,1721.5
cl010067348,Département des Peintures,Other,,,21-40,1,1721.5
cl010067349,Département des Peintures,Other,,,21-40,1,1721.5
cl010067350,Département des Peintures,Other,,,21-40,1,1750.0
cl010067351,Département des Peintures,Other,,,21-40,1,1721.5
cl010067352,Département des Peintures,Other,,,21-40,1,1721.5
cl010067353,Département des Peintures,Other,,,21-40,1,1721.5
cl010067354,Département des Peintures,Other,,,21-40,1,1721.5
cl010067355,Département des Peintures,Other,,,21-40,1,1721.5
cl010067357,Département des Peintures,Purchase,,,21-40,0,1650.0
cl010067358,Département des Peintures,Other,,,100+,0,1843.5
cl010067370,Département des Peintures,Purchase,,,21-40,0,1750.0
cl010067371,Département des Peintures,Other,,,100+,0,1830.0
cl010067372,Département des Peintures,Purchase,,,21-40,1,1850.0
cl010067373,Département des Peintures,Gift,,,21-40,1,1827.0
cl010067374,Département des Peintures,Other,,,,0,1800.0
cl010067375,Département des Peintures,Other,,,100+,0,1850.0
cl010067376,Département des Peintures,Historic Collection,,,,0,1660.0
cl010067377,Département des Peintures,Other,,,0-20,1,1850.0
cl010067378,Département des Peintures,Bequest,,,0-20,0,1725.0
cl010067379,Département des Peintures,Bequest,,,0-20,0,1750.0
cl010067381,Département des Peintures,Other,,,,0,1758.0
cl010067382,Département des Peintures,Bequest,,,100+,0,1750.0
cl010067383,Département des Peintures,Gift,,,100+,0,1832.0
cl010067384,Département des Peintures,Historic Collection,,,,0,
cl010067386,Département des Peintures,Purchase,,,0-20,0,1762.0
cl010067387,Département des Peintures,Other,,,100+,0,1650.0
cl010067389,Département des Peintures,Other,,,0-20,0,1798.5
cl010067390,Département des Peintures,Other,,,0-20,1,1841.0
cl010067399,Département des Peintures,Purchase,,,21-40,1,1850.0
cl010067409,Département des Peintures,Bequest,,,100+,0,1780.0
cl010067410,Département des Peintures,Other,,,,0,1850.0
cl010067411,Département des Peintures,Historic Collection,,,,0,1684.0
cl010067412,Département des Peintures,Purchase,,,,0,1841.0
cl010067413,Département des Peintures,Purchase,,,0-20,0,1626.0
cl010067414,Département des Peintures,Purchase,,,0-20,0,1750.0
cl010067415,Département des Peintures,Other,,,100+,0,1836.5
cl010067416,Département des Peintures,Purchase,,,0-20,1,1624.0
cl010067417,Département des Peintures,Bequest,,,41-60,0,1770.0
cl010067418,Département des Peintures,Purchase,,,0-20,0,1750.0
cl010067419,Département des Peintures,Purchase,,,0-20,1,1822.5
cl010067422,Département des Peintures,Purchase,,,0-20,0,1625.0
cl010067423,Département des Peintures,Other,,,0-20,1,1550.0
cl010067424,Département des Peintures,Purchase,,,0-20,0,1750.0
cl010067425,Département des Peintures,Other,,,0-20,1,1562.5
cl010067427,Département des Peintures,Other,,,0-20,0,1797.0
cl010067428,Département des Peintures,Other,,,0-20,1,1802.0
cl010067429,Département des Peintures,Purchase,,,0-20,0,1775.0
cl010067431,Département des Peintures,Unknown,,,,0,1650.0
cl010067432,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067433,Département des Peintures,Historic Collection,,,,0,1659.0
cl010067434,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067435,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067437,Département des Peintures,Other,,,0-20,1,1550.0
cl010067438,Département des Peintures,Bequest,,,100+,0,1704.0
cl010067439,Département des Peintures,Purchase,,,0-20,1,1552.5
cl010067440,Département des Peintures,Purchase,,,0-20,0,1850.0
cl010067442,Département des Peintures,Other,,,0-20,0,1838.0
cl010067443,Département des Peintures,Bequest,,,0-20,0,1850.0
cl010067446,Département des Peintures,Other,,,100+,0,1817.0
cl010067448,Département des Peintures,Unknown,,,,0,1850.0
cl010067449,Département des Peintures,Unknown,,,,0,1850.0
cl010067450,Département des Peintures,Unknown,,,,0,1850.0
cl010067451,Département des Peintures,Unknown,,,,0,1850.0
cl010067452,Département des Peintures,Unknown,,,,0,1850.0
cl010067453,Département des Peintures,Unknown,,,,0,1850.0
cl010067454,Département des Peintures,Unknown,,,,0,1850.0
cl010067455,Département des Peintures,Unknown,,,,0,1850.0
cl010067456,Département des Peintures,Unknown,,,,0,1850.0
cl010067457,Département des Peintures,Unknown,,,,0,1850.0
cl010067458,Département des Peintures,Other,,,,0,1864.0
cl010067459,Département des Peintures,Other,,,,0,1864.0
cl010067460,Département des Peintures,Gift,,,61-80,0,1750.0
cl010067461,Département des Peintures,Unknown,,,,0,1812.5
cl010067463,Département des Peintures,Unknown,,,,0,1743.0
cl010067465,Département des Peintures,Other,,,0-20,0,1655.0
cl010067467,Département des Peintures,Purchase,,,0-20,1,1829.0
cl010067470,Département des Peintures,Other,,,0-20,1,1767.0
cl010067471,Département des Peintures,Other,,,0-20,1,1767.0
cl010067472,Département des Peintures,Other,,,100+,0,1842.0
cl010067473,Département des Peintures,Historic Collection,,,,0,1655.0
cl010067474,Département des Peintures,Bequest,,,100+,0,1762.5
cl010067475,Département des Peintures,Unknown,,,,0,1750.0
cl010067476,Département des Peintures,Historic Collection,,,,0,1687.5
cl010067477,Département des Peintures,Historic Collection,,,,0,1650.0
cl010067478,Département des Peintures,Historic Collection,,,,0,1748.0
cl010067479,Département des Peintures,Historic Collection,,,,0,1707.5
cl010067480,Département des Peintures,Historic Collection,,,,0,1707.5
cl010067481,Département des Peintures,Historic Collection,,,,0,1635.0
cl010067482,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067483,Département des Peintures,Gift,,,100+,0,1550.0
cl010067484,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010067485,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067486,Département des Peintures,MNR Recovery,,,61-80,0,1637.5
cl010067487,Département des Peintures,MNR Recovery,,,61-80,1,1750.0
cl010067488,Département des Peintures,MNR Recovery,,,61-80,0,1750.0
cl010067489,Département des Peintures,MNR Recovery,,,61-80,1,1800.0
cl010067491,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010067492,Département des Peintures,MNR Recovery,,,61-80,0,1750.0
cl010067493,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067494,Département des Peintures,MNR Recovery,,,61-80,0,1794.5
cl010067495,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067496,Département des Peintures,MNR Recovery,,,61-80,0,1761.0
cl010067497,Département des Peintures,MNR Recovery,,,61-80,0,1750.0
cl010067498,Département des Peintures,MNR Recovery,,,61-80,1,1750.0
cl010067499,Département des Peintures,MNR Recovery,,,61-80,0,1525.0
cl010067500,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067501,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067502,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067503,Département des Peintures,MNR Recovery,,,61-80,0,1725.0
cl010067504,Département des Peintures,MNR Recovery,,,61-80,0,1775.0
cl010067505,Département des Peintures,MNR Recovery,,,61-80,0,1850.0
cl010067506,Département des Peintures,MNR Recovery,,,61-80,1,1650.0
cl010067507,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067508,Département des Peintures,MNR Recovery,,,61-80,0,1650.0
cl010067509,Département des Peintures,MNR Recovery,,,61-80,1,1841.0
cl010067510,Département des Peintures,MNR Recovery,,,61-80,0,1862.5
cl010067511,Département des Peintures,MNR Recovery,,,41-60,0,1837.0
cl010067512,Département des Peintures,MNR Recovery,,,41-60,0,1650.0
cl010067513,Département des Peintures,Historic Collection,,,100+,0,1650.0
cl010067514,Département des Peintures,Other,,,100+,0,1843.0
cl010067515,Département des Peintures,Other,,,61-80,0,1650.0
cl010067516,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067517,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067518,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067519,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067520,Département des Peintures,Gift,,,41-60,0,1650.0
cl010067521,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067522,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067523,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067524,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067525,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067526,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067527,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067528,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067530,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067531,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067532,Département des Peintures,Gift,,,41-60,0,1649.0
cl010067533,Département des Peintures,Gift,,,41-60,0,1650.0
cl010067534,Département des Peintures,Gift,,,41-60,0,1650.0
cl010067535,Département des Peintures,Gift,,,41-60,0,1650.0
cl010067536,Département des Peintures,Gift,,,41-60,0,1650.0
cl010067537,Département des Peintures,Other,,,21-40,0,1750.0
cl010067538,Département des Peintures,Other,,,100+,0,1750.0
cl010067539,Département des Peintures,Bequest,,,81-100,0,1725.0
cl010067540,Département des Peintures,Gift,,,81-100,0,1450.0
cl010067541,Département des Peintures,Other,,,81-100,0,1902.5
cl010067542,Département des Peintures,Other,,,81-100,0,1903.0
cl010067543,Département des Peintures,Other,,,81-100,0,1903.0
cl010067546,Département des Peintures,Purchase,,,0-20,1,1550.0
cl010067547,Département des Peintures,Other,,,100+,0,1550.0
cl010067548,Département des Peintures,Historic Collection,,,,0,
cl010067549,Département des Peintures,Historic Collection,,,,0,
cl010067550,Département des Peintures,Historic Collection,,,,0,1550.0
cl010067551,Département des Peintures,Purchase,,,0-20,0,1550.0
cl010067553,Département des Peintures,Other,,,0-20,0,1791.0
cl010067554,Département des Peintures,Bequest,,,100+,0,
cl010067555,Département des Peintures,Bequest,,,100+,0,1820.0
cl010067556,Département des Peintures,Historic Collection,,,,0,1752.0
cl010067557,Département des Peintures,Gift,,,0-20,0,1630.0
cl010067558,Département des Peintures,Gift,,,0-20,0,1690.0
cl010067559,Département des Peintures,Purchase,,,0-20,0,1834.0
cl010067560,Département des Peintures,Purchase,,,,0,1750.0
cl010067561,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067563,Département des Peintures,Other,,,0-20,0,1883.0
cl010067564,Département des Peintures,Other,,,,0,1763.0
cl010067565,Département des Peintures,MNR Recovery,,,61-80,0,1750.0
cl010067566,Département des Peintures,Historic Collection,,,,0,1705.0
cl010067567,Département des Peintures,Gift,,,,0,1778.0
cl010067570,Département des Peintures,Purchase,,,100+,0,1350.0
cl010067571,Département des Peintures,Other,,,41-60,1,1450.0
cl010067572,Département des Peintures,Historic Collection,,,100+,0,1509.0
cl010067577,Département des Peintures,Other,,,21-40,0,1610.0
cl010067578,Département des Peintures,Historic Collection,,,100+,1,1659.0
cl010067580,Département des Peintures,Bequest,,,81-100,0,1520.0
cl010067581,Département des Peintures,Historic Collection,,,100+,0,1675.0
cl010067583,Département des Peintures,Historic Collection,,,100+,1,1597.0
cl010067584,Département des Peintures,Purchase,,,,0,1850.0
cl010067585,Département des Peintures,Purchase,,,100+,0,1550.0
cl010067586,Département des Peintures,Purchase,,,0-20,1,1863.0
cl010067587,Département des Peintures,Historic Collection,,,,1,1650.0
cl010067588,Département des Peintures,Bequest,,,100+,0,1625.0
cl010067589,Département des Peintures,Historic Collection,,,,1,1550.0
cl010067590,Département des Peintures,Bequest,,,100+,0,1850.0
cl010067591,Département des Peintures,Bequest,,,100+,0,1850.0
cl010067592,Département des Peintures,Other,,,100+,0,1826.0
cl010067593,Département des Peintures,Unknown,,,,0,1850.0
cl010067594,Département des Peintures,Other,19177.0,Q4 (largest),41-60,1,1831.0
cl010067595,Département des Peintures,Historic Collection,,,,0,1675.0
cl010067596,Département des Peintures,Historic Collection,,,,0,1750.0
cl010067597,Département des Peintures,Historic Collection,,,,0,1721.5
cl010067598,Département des Peintures,Gift,,,81-100,0,1623.0
cl010067599,Département des Peintures,Other,,,100+,0,1833.0
cl010067600,Département des Peintures,Purchase,,,,0,1850.0
cl010067603,Département des Peintures,Historic Collection,,,,1,1640.0
cl010067605,Département des Peintures,Gift,,,81-100,0,1750.0
cl010067607,Département des Peintures,Other,,,0-20,0,1650.0
cl010067608,Département des Peintures,Other,,,0-20,1,1550.0
cl010067609,Département des Peintures,Other,,,0-20,0,1535.0
cl010067610,Département des Peintures,Other,,,0-20,0,1535.0
cl010067611,Département des Peintures,Other,,,0-20,1,1650.0
cl010067613,Département des Peintures,Other,,,100+,1,1787.0
cl010067614,Département des Peintures,Bequest,,,100+,0,1750.0
cl010067615,Département des Peintures,Other,,,0-20,1,1841.0
cl010067616,Département des Peintures,Other,,,0-20,0,1826.0
cl010067617,Département des Peintures,Other,,,0-20,0,1851.0
cl010067618,Département des Peintures,Other,,,0-20,0,1847.0
cl010067619,Département des Peintures,Other,,,0-20,0,1841.0
cl010067620,Département des Peintures,Other,,,0-20,0,1791.0
cl010067621,Département des Peintures,Other,,,0-20,0,1852.0
cl010067622,Département des Peintures,Gift,,,0-20,0,1876.0
cl010067623,Département des Peintures,Purchase,,,0-20,0,1787.0
cl010067624,Département des Peintures,Historic Collection,,,,1,1782.0
cl010067625,Département des Peintures,Other,1620.0,Q3,41-60,1,1371.5
cl010067627,Département des Peintures,Purchase,,,0-20,1,1778.5
cl010067631,Département des Peintures,Other,,,0-20,1,1450.0
cl010067633,Département des Peintures,Bequest,,,0-20,0,1850.0
cl010067634,Département des Peintures,Bequest,,,0-20,1,1735.0
cl010067635,Département des Peintures,Purchase,,,0-20,1,1622.0
cl010067636,Département des Peintures,Purchase,,,0-20,0,1612.0
cl010067639,Département des Peintures,Other,,,0-20,0,1672.5
cl010067640,Département des Peintures,Purchase,,,100+,1,1532.5
cl010067651,Département des Peintures,Other,,,0-20,0,1850.0
cl010067652,Département des Peintures,Purchase,,,0-20,1,1407.5
cl010073282,Département des Peintures,Other,,,0-20,0,1841.0
cl010073283,Département des Peintures,Other,,,0-20,0,1836.0
cl010073304,Département des Peintures,Purchase,,,0-20,1,1550.0
cl010073581,Département des Peintures,Other,13803.0,Q4 (largest),0-20,0,1607.5
cl010073806,Département des Peintures,Purchase,,,0-20,1,1807.0
cl010074124,Département des Peintures,Other,,,0-20,0,1675.0
cl010074461,Département des Peintures,MNR Recovery,,,61-80,1,1775.0
cl010074663,Département des Peintures,Other,,,0-20,0,1804.5
cl010074941,Département des Peintures,Unknown,,,,0,1850.0
cl010074942,Département des Peintures,Unknown,,,,0,1850.0
cl010074943,Département des Peintures,Unknown,,,,0,1850.0
cl010074944,Département des Peintures,Unknown,,,,0,1850.0
cl010074945,Département des Peintures,Unknown,,,,0,1850.0
cl010074946,Département des Peintures,Unknown,,,,0,1850.0
cl010074947,Département des Peintures,Unknown,,,,0,1850.0
cl010074991,Département des Peintures,Other,,,0-20,0,1823.0
cl010075451,Département des Peintures,Other,,,100+,1,1400.0
cl010075452,Département des Peintures,Other,,,100+,1,1400.0
cl010075841,Département des Peintures,Bequest,,,,0,1650.0
cl010075842,Département des Peintures,Bequest,,,,0,1643.0
cl010075861,Département des Peintures,Bequest,,,,0,1646.0
cl010075862,Département des Peintures,Bequest,,,,0,1630.0
cl010075863,Département des Peintures,Bequest,,,,0,1650.0
cl010075864,Département des Peintures,Other,,,0-20,1,1789.5
cl010075865,Département des Peintures,Purchase,,,0-20,1,1832.0
cl010076242,Département des Peintures,Other,,,0-20,1,1752.0
cl010076243,Département des Peintures,Other,,,0-20,1,1750.0
